OBJECTID,BSM,YSDM,DLBM,DLMC,QSDWDM,QSDWMC,QSXZ,ZLTBBH,MJ,ZLDWDM,ZLDWMC,GDLX,GDPDJ,DLBZ,X,Y
334,231831,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,475,25,530702202204,,,,,100.2609568,26.67898107
335,231991,2001030100,202,建制镇,530702005202,金山街道办事处新团社区居委会,20,3359,64,530702005202,,,,,100.2935324,26.87284979
336,231948,2001030100,205,风景名胜及特殊用地,530702002201,祥云社区居委会,30,861,100,530702002201,,,,,100.2303746,26.84695942
337,231819,2001030100,202,建制镇,530702004203,中济社区居委会,20,1248,66.7,530702004203,,,,,100.1997152,26.89283458
338,231810,2001030100,205,风景名胜及特殊用地,530702005202,金山街道办事处新团社区居委会,30,3390,20,530702005202,,,,,100.3026135,26.91259859
339,231808,2001030100,205,风景名胜及特殊用地,530702004202,龙泉社区居委会,20,1629,66.7,530702004202,,,,,100.1899636,26.91657916
340,231974,2001030100,204,采矿用地,530702007201,文化街道办事处文化社区居委会,20,2065,66,530702007201,,,,,100.3667133,26.98805112
341,231935,2001030100,118,水工建筑用地,530702205202,罗玄村民委员会,30,483,20,530702205202,,,,,100.3849876,26.5911837
342,231836,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,1239,25,530702202204,,,,,100.2574001,26.67629658
343,231833,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,1238,25,530702202204,,,,,100.260031,26.6786139
344,232138,2001030100,118,水工建筑用地,530702201201,龙山村民委员会,30,624,13,530702201201,,,,,100.3664243,26.87088082
345,232216,2001030100,118,水工建筑用地,530702202201,共和村民委员会,30,498,16,530702202201,,,,,100.2533222,26.75425404
346,232125,2001030100,118,水工建筑用地,530702201201,龙山村民委员会,30,857,13,530702201201,,,,,100.3617836,26.86091489
347,232128,2001030100,118,水工建筑用地,530702201201,龙山村民委员会,30,879,33,530702201201,,,,,100.3627234,26.85664967
348,232049,2001030100,118,水工建筑用地,530702201206,义新村民委员会,30,53,16,530702201206,,,,,100.3878129,26.8282854
349,232048,2001030100,118,水工建筑用地,530702201206,义新村民委员会,30,50,16,530702201206,,,,,100.3888834,26.82837917
350,232047,2001030100,118,水工建筑用地,530702201206,义新村民委员会,30,48,16,530702201206,,,,,100.388168,26.82976269
351,232227,2001030100,202,建制镇,530702201205,增明村民委员会,10,593,320,530702201205,,,,,100.4336178,26.79851748
352,232228,2001030100,202,建制镇,530702201205,增明村民委员会,10,593,320,530702201205,,,,,100.4288298,26.79846144
353,232017,2001030100,205,风景名胜及特殊用地,530702205204,金江村民委员会,30,1005,40,530702205204,,,,,100.4072116,26.64815566
354,232015,2001030100,118,水工建筑用地,530702205204,金江村民委员会,30,965,30,530702205204,,,,,100.3969497,26.65878647
355,232139,2001030100,118,水工建筑用地,530702202202,新民村民委员会,30,743,28,530702202202,,,,,100.2416224,26.71010877
356,232167,2001030100,118,水工建筑用地,530702202203,七河村民委员会,30,989,20,530702202203,,,,,100.2643784,26.70898544
357,231835,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,587,25,530702202204,,,,,100.2608996,26.67601164
358,231837,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,1151,25,530702202204,,,,,100.2612698,26.67503677
359,231838,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,1151,25,530702202204,,,,,100.2601475,26.67467134
360,231927,2001030100,118,水工建筑用地,530702005202,金山街道办事处新团社区居委会,30,1315,40,530702005202,,,,,100.301544,26.88580268
361,231928,2001030100,203,村庄,530702005202,金山街道办事处新团社区居委会,30,1315,60,530702005202,,,,,100.3015043,26.88526613
362,231936,2001030100,118,水工建筑用地,530702205202,罗玄村民委员会,30,182,50,530702205202,,,,,100.3883639,26.58929967
363,231997,2001030100,118,水工建筑用地,530702001206,义尚社区居委会,30,286,16,530702001206,,,,,100.245933,26.88424648
364,232183,2001030100,118,水工建筑用地,530702202205,五峰村民委员会,30,373,16,530702202205,,,,,100.2494037,26.65605836
365,231834,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,551,25,530702202204,,,,,100.259774,26.6775894
366,231839,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,583,25,530702202204,,,,,100.2574083,26.67479497
367,231854,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,692,25,530702202204,,,,,100.2573441,26.67060085
368,231994,2001030100,205,风景名胜及特殊用地,530702004202,龙泉社区居委会,20,467,66.7,530702004202,,,,,100.1887613,26.91618772
369,232033,2001030100,202,建制镇,530702205202,罗玄村民委员会,20,203,64,530702205202,,,,,100.3868305,26.58569777
370,232169,2001030100,205,风景名胜及特殊用地,530702202201,共和村民委员会,30,1387,100,530702202201,,,,,100.2556671,26.73011602
371,232027,2001030100,118,水工建筑用地,530702205203,江边村民委员会,30,139,70,530702205203,,,,,100.4152707,26.60210314
372,232226,2001030100,202,建制镇,530702004204,开文社区居委会,20,867,66.7,530702004204,,,,,100.2204135,26.90572394
373,232218,2001030100,118,水工建筑用地,530702202201,共和村民委员会,30,1816,66,530702202201,,,,,100.2744592,26.76142727
374,231952,2001030100,202,建制镇,530702004204,开文社区居委会,20,1371,64,530702004204,,,,,100.23947,26.91592563
